utt_id,text,h,s,b,dimmer,tag
1,가끔 햇살이 비추니 마음이 따뜻하다 그래서 마음이 깊다,31,75,81,67,warm
2,좋은 음악을 들으니 기운이 난다 잊기 힘들다,75,96,95,91,energetic
3,가끔 전화벨 소리에 가슴이 철렁한다,206,61,64,40,anxious
4,겨울 아침 담요 속이 따뜻하다 그래서 마음이 깊다,39,81,70,62,warm
5,가끔 기다리는 동안 손이 떨린다 마음에 오래 남는다,213,60,64,43,anxious
6,오늘 가족과 함께 있으니 포근하다,22,94,71,58,warm
7,요즘 전화벨 소리에 가슴이 철렁한다 마음에 오래 남는다,185,78,59,48,anxious
8,오늘 문제를 풀다 보니 집중이 깊어진다 마음에 오래 남는다,201,84,77,74,focused
9,요즘 오늘 사무실에서 너무 많은 일을 했다 잊기 힘들다,47,40,45,49,tired
10,어제 가족의 배려가 감사하다 그래서 마음이 깊다,104,76,91,82,grateful
11,어제 응원의 말이 큰 힘이 된다 마음에 오래 남는다,93,62,86,85,grateful
12,요즘 따뜻한 국을 먹으니 몸이 풀린다 그래서 마음이 깊다,15,86,89,72,warm
13,요즘 앞일을 생각하니 마음이 조급하다 다시 생각난다,216,64,61,52,anxious
14,요즘 응원의 말이 큰 힘이 된다 그래서 마음이 깊다,89,78,82,93,grateful
15,가끔 마음속이 공허하다,223,56,31,31,lonely
16,요즘 버스가 그냥 지나가 화가 났다 그래서 마음이 깊다,354,100,70,68,angry
17,오늘 아침 공기를 마시며 달리니 상쾌하다 그래서 마음이 깊다,61,100,98,95,energetic
18,어제 오늘따라 연인이 더 사랑스럽다 마음에 오래 남는다,269,99,82,79,romantic
19,오늘 기다리는 동안 손이 떨린다,212,64,52,53,anxious
20,요즘 새벽까지 깨어 있어 머리가 무겁다 그래서 마음이 깊다,185,36,33,31,sleepy
21,가끔 새벽까지 깨어 있어 머리가 무겁다 마음에 오래 남는다,201,27,21,29,sleepy
22,가끔 눈이 따가워 집중하기 어렵다 다시 생각난다,17,59,39,38,uncomfortable
23,긴 하루가 끝나 몸이 나른하다 그래서 마음이 깊다,223,29,25,23,sleepy
24,오늘 점심을 먹고 나니 졸음이 쏟아진다 잊기 힘들다,226,30,33,40,sleepy
25,오늘 오늘 하루가 너무 힘들었다 마음에 오래 남는다,222,71,49,26,sad
26,요즘 도움을 준 친구에게 고마움이 든다,107,79,92,86,grateful
27,요즘 호수 위의 달빛이 고요하다 마음에 오래 남는다,27,60,41,65,calm
28,요즘 일을 마치고 집에 오니 지쳐 쓰러질 것 같다 잊기 힘들다,28,57,43,40,tired
29,가끔 호수 위의 달빛이 고요하다,37,40,57,63,calm
30,오늘 문제를 풀다 보니 집중이 깊어진다,211,82,72,71,focused
31,오늘 사무실에서 너무 많은 일을 했다 마음에 오래 남는다,15,43,51,43,tired
32,어제 문제를 풀다 보니 집중이 깊어진다,193,73,70,71,focused
33,마음속이 공허하다 그래서 마음이 깊다,244,64,34,28,lonely
34,어제 긴 하루가 끝나 몸이 나른하다,228,40,17,39,sleepy
35,어제 예상치 못한 상황에 긴장된다 마음에 오래 남는다,182,60,45,49,anxious
36,촛불 불빛 속 대화가 따뜻하다 그래서 마음이 깊다,292,98,92,70,romantic
37,오늘 새로운 도전을 하니 활력이 돈다 그래서 마음이 깊다,59,100,98,94,energetic
38,가끔 가족과 함께 저녁을 먹으니 행복하다 잊기 힘들다,51,86,91,94,happy
39,가끔 내일 발표가 걱정되어 불안하다 마음에 오래 남는다,189,63,53,48,anxious
40,가끔 조용히 책을 읽으니 평온하다 다시 생각난다,50,44,52,65,calm
41,오늘 햇살이 나뭇잎 사이로 스며든다,62,38,87,87,natural
42,촛불 불빛 속 대화가 따뜻하다,293,96,79,60,romantic
43,오늘 호수 위의 달빛이 고요하다 마음에 오래 남는다,33,66,60,45,calm
44,오늘 회의가 길어져서 짜증이 났다,350,98,74,80,angry
45,요즘 앞일을 생각하니 마음이 조급하다 그래서 마음이 깊다,186,77,46,46,anxious
46,오늘 앞일을 생각하니 마음이 조급하다,184,70,51,60,anxious
47,어제 점심을 먹고 나니 졸음이 쏟아진다 다시 생각난다,230,38,32,27,sleepy
48,요즘 억울한 말을 들어 속이 끓는다 그래서 마음이 깊다,4,98,79,82,angry
49,어제 호수 위의 달빛이 고요하다 그래서 마음이 깊다,51,54,51,58,calm
50,오늘 좋은 소식을 들으니 마음이 밝다,80,86,100,76,happy
51,어제 응원의 말이 큰 힘이 된다 그래서 마음이 깊다,106,77,88,92,grateful
52,가끔 손을 잡으니 온기가 전해진다 다시 생각난다,35,78,82,65,warm
53,조용한 방에서 글을 쓰다 보니 몰입한다 마음에 오래 남는다,190,73,80,80,focused
54,새로운 도전을 하니 활력이 돈다 다시 생각난다,51,100,95,94,energetic
55,어제 혼자 남겨진 듯한 기분이 든다 마음에 오래 남는다,208,75,30,39,sad
56,요즘 햇살이 비추니 마음이 따뜻하다 그래서 마음이 깊다,34,76,80,75,warm
57,요즘 불합리한 상황이 반복되어 참기 어렵다 마음에 오래 남는다,13,100,90,85,angry
58,요즘 사람들이 떠나간 거리가 적막하다 마음에 오래 남는다,222,69,28,28,lonely
59,요즘 조용한 방에서 글을 쓰다 보니 몰입한다,208,86,69,80,focused
60,오늘 내일 발표가 걱정되어 불안하다 그래서 마음이 깊다,200,65,61,53,anxious
61,가끔 가족의 배려가 감사하다 잊기 힘들다,77,69,88,82,grateful
62,명상 속에서 마음이 안정된다 잊기 힘들다,17,68,44,65,calm
63,오늘따라 연인이 더 사랑스럽다,278,100,93,73,romantic
64,요즘 봄 햇살을 맞으니 마음이 따뜻하다 다시 생각난다,45,91,100,84,happy
65,가끔 아이들 웃음소리에 마음이 잔잔하다 마음에 오래 남는다,50,61,47,50,calm
66,오늘 작은 선물이 마음을 따뜻하게 했다 그래서 마음이 깊다,80,68,83,85,grateful
67,사람들이 떠나간 거리가 적막하다 그래서 마음이 깊다,229,63,29,26,lonely
68,어제 별빛이 가득한 저녁이 낭만적이다 마음에 오래 남는다,292,97,86,74,romantic
69,요즘 기대가 무너져 허탈하다 다시 생각난다,210,60,41,38,sad
70,가끔 마음이 무겁고 울적하다 마음에 오래 남는다,233,63,48,51,sad
71,가끔 혼자 남겨진 듯한 기분이 든다 다시 생각난다,237,56,35,36,sad
72,오늘 작은 선물이 마음을 따뜻하게 했다 마음에 오래 남는다,70,76,94,80,grateful
73,요즘 말할 사람이 없어 허전하다 그래서 마음이 깊다,213,62,35,44,lonely
74,가끔 기다리는 동안 손이 떨린다 다시 생각난다,208,75,61,46,anxious
75,요즘 도움을 준 친구에게 고마움이 든다 마음에 오래 남는다,85,76,82,78,grateful
76,문제를 풀다 보니 집중이 깊어진다,213,77,62,77,focused
77,가끔 잔잔한 음악이 흐르는 밤이 설렌다 잊기 힘들다,266,98,89,64,romantic
78,오늘 하루 종일 걸어 다리가 무겁다 잊기 힘들다,26,46,48,47,tired
79,가끔 시험을 앞두고 집중이 잘 된다 다시 생각난다,191,81,78,75,focused
80,요즘 몸이 축 처져 아무것도 하기 싫다 다시 생각난다,25,57,51,37,tired
81,가끔 몸이 축 처져 아무것도 하기 싫다 그래서 마음이 깊다,37,55,52,31,tired
82,하루 종일 걸어 다리가 무겁다 잊기 힘들다,20,59,47,43,tired
83,좋은 소식을 들으니 마음이 밝다 다시 생각난다,74,83,88,85,happy
84,오늘 밤새 잠을 설쳐 눈이 무겁다 다시 생각난다,204,41,23,37,sleepy
85,가끔 잔잔한 음악이 흐르는 밤이 설렌다 마음에 오래 남는다,284,95,91,63,romantic
86,가끔 따뜻한 국을 먹으니 몸이 풀린다 다시 생각난다,36,95,80,73,warm
87,가끔 오늘따라 연인이 더 사랑스럽다 그래서 마음이 깊다,278,96,82,75,romantic
88,가끔 예상치 못한 상황에 긴장된다 다시 생각난다,184,71,47,55,anxious
89,오늘 예상치 못한 상황에 긴장된다 그래서 마음이 깊다,202,78,47,47,anxious
90,요즘 파도 소리가 마음을 차분하게 한다 그래서 마음이 깊다,65,37,81,88,natural
91,오늘 하루가 너무 힘들었다 다시 생각난다,220,45,33,25,sad
92,가족과 함께 있으니 포근하다 다시 생각난다,21,87,84,60,warm
93,가끔 명상 속에서 마음이 안정된다 마음에 오래 남는다,36,40,46,56,calm
94,오늘 밤새 잠을 설쳐 눈이 무겁다,212,45,20,30,sleepy
95,어제 불합리한 상황이 반복되어 참기 어렵다 마음에 오래 남는다,2,100,89,73,angry
96,어제 밤새 잠을 설쳐 눈이 무겁다 그래서 마음이 깊다,223,37,25,33,sleepy
97,명상 속에서 마음이 안정된다,26,57,54,57,calm
98,오늘 새소리가 귀에 맴돈다 다시 생각난다,66,48,82,84,natural
99,요즘 가족과 함께 저녁을 먹으니 행복하다,70,97,96,94,happy
100,마음이 무겁고 울적하다 마음에 오래 남는다,211,54,38,37,sad
101,오늘 별빛이 가득한 저녁이 낭만적이다 다시 생각난다,272,91,86,75,romantic
102,가끔 기대가 무너져 허탈하다 잊기 힘들다,240,70,32,25,sad
103,오늘 새 신발이 발을 조여 불편하다,13,53,29,25,uncomfortable
104,가끔 내일 발표가 걱정되어 불안하다 다시 생각난다,180,75,46,54,anxious
105,오늘 잊고 싶은 기억이 떠올랐다,212,71,45,48,sad
106,요즘 긴장감이 풀리자 피로가 몰려왔다 다시 생각난다,19,55,38,32,tired
107,어제 조용히 책을 읽으니 평온하다 그래서 마음이 깊다,42,45,53,65,calm
108,가족과 함께 저녁을 먹으니 행복하다 잊기 힘들다,43,89,97,92,happy
109,오늘 겨울 아침 담요 속이 따뜻하다 그래서 마음이 깊다,40,77,82,58,warm
110,요즘 봄바람이 부는 길에서 손을 잡으니 행복하다,271,94,94,73,romantic
111,요즘 아이들 웃음소리에 마음이 잔잔하다 마음에 오래 남는다,25,68,57,54,calm
112,어제 몸이 가벼워 에너지가 넘친다,52,98,99,92,energetic
113,가끔 버스가 그냥 지나가 화가 났다 잊기 힘들다,356,97,78,70,angry
114,어제 파도 소리가 마음을 차분하게 한다 잊기 힘들다,37,44,79,81,natural
115,요즘 마음이 무겁고 울적하다 그래서 마음이 깊다,205,52,47,47,sad
116,응원의 말이 큰 힘이 된다 다시 생각난다,80,80,95,89,grateful
117,어제 버스가 그냥 지나가 화가 났다 그래서 마음이 깊다,4,98,85,74,angry
118,오늘 조용히 책을 읽으니 평온하다,15,46,59,55,calm
119,가끔 가족의 배려가 감사하다 그래서 마음이 깊다,72,60,85,91,grateful
120,어제 좋은 소식을 들으니 마음이 밝다 다시 생각난다,47,86,88,94,happy
121,오늘 빈 방에 있으니 쓸쓸하다 잊기 힘들다,240,54,41,29,lonely
122,가끔 가족과 함께 있으니 포근하다 그래서 마음이 깊다,22,90,81,60,warm
123,어제 조용히 책을 읽으니 평온하다 잊기 힘들다,59,46,40,54,calm
124,어제 별빛이 가득한 저녁이 낭만적이다 다시 생각난다,278,87,84,79,romantic
125,새소리가 귀에 맴돈다 그래서 마음이 깊다,54,52,87,76,natural
126,가끔 빈 방에 있으니 쓸쓸하다,233,55,39,29,lonely
127,오늘 호수 위의 달빛이 고요하다 그래서 마음이 깊다,21,46,52,63,calm
128,어제 별빛이 가득한 저녁이 낭만적이다,277,92,94,67,romantic
129,어제 문제를 풀다 보니 집중이 깊어진다 그래서 마음이 깊다,195,74,60,70,focused
130,오늘 하루가 너무 힘들었다 그래서 마음이 깊다,213,75,38,28,sad
131,오늘 일을 마치고 집에 오니 지쳐 쓰러질 것 같다,41,40,39,36,tired
132,새벽까지 깨어 있어 머리가 무겁다 다시 생각난다,203,45,18,21,sleepy
133,가끔 봄바람이 부는 길에서 손을 잡으니 행복하다 잊기 힘들다,288,97,82,78,romantic
134,어제 봄 햇살을 맞으니 마음이 따뜻하다 잊기 힘들다,77,99,90,75,happy
135,어제 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 다시 생각난다,51,82,100,81,happy
136,요즘 가족과 함께 저녁을 먹으니 행복하다 마음에 오래 남는다,60,95,100,89,happy
137,어제 아침 공기를 마시며 달리니 상쾌하다 잊기 힘들다,86,99,100,97,energetic
138,운동을 마치니 힘이 솟는다 그래서 마음이 깊다,60,99,100,92,energetic
139,어제 봄바람이 부는 길에서 손을 잡으니 행복하다,266,88,94,76,romantic
140,혼자 남겨진 듯한 기분이 든다 마음에 오래 남는다,238,70,36,50,sad
141,요즘 응원의 말이 큰 힘이 된다 잊기 힘들다,87,71,83,78,grateful
142,오늘 말할 사람이 없어 허전하다 잊기 힘들다,217,60,42,31,lonely
143,요즘 공기가 답답해 머리가 무겁다 다시 생각난다,8,59,22,36,uncomfortable
144,요즘 명상 속에서 마음이 안정된다 다시 생각난다,37,49,59,47,calm
145,오늘 운동을 마치니 힘이 솟는다 그래서 마음이 깊다,87,100,100,92,energetic
146,어제 기다리는 동안 손이 떨린다,180,75,49,49,anxious
147,어제 겨울 아침 담요 속이 따뜻하다 다시 생각난다,24,94,82,72,warm
148,가끔 앞일을 생각하니 마음이 조급하다 마음에 오래 남는다,214,69,52,47,anxious
149,햇살이 나뭇잎 사이로 스며든다 다시 생각난다,58,53,83,87,natural
150,가끔 긴 하루가 끝나 몸이 나른하다,219,42,32,40,sleepy
151,내일 발표가 걱정되어 불안하다 마음에 오래 남는다,203,72,49,48,anxious
152,따뜻한 국을 먹으니 몸이 풀린다 잊기 힘들다,34,84,80,65,warm
153,어제 가족의 배려가 감사하다 다시 생각난다,86,74,83,85,grateful
154,명상 속에서 마음이 안정된다 마음에 오래 남는다,25,62,59,46,calm
155,어제 도움을 준 친구에게 고마움이 든다 잊기 힘들다,98,70,83,92,grateful
156,봄바람이 부는 길에서 손을 잡으니 행복하다 다시 생각난다,295,87,91,79,romantic
157,어제 문제를 풀다 보니 집중이 깊어진다 다시 생각난다,185,86,63,71,focused
158,가끔 따뜻한 국을 먹으니 몸이 풀린다 잊기 힘들다,34,89,86,75,warm
159,가끔 겨울 아침 담요 속이 따뜻하다 마음에 오래 남는다,17,88,71,74,warm
160,가끔 기대가 무너져 허탈하다 그래서 마음이 깊다,240,75,31,27,sad
161,새 신발이 발을 조여 불편하다,356,43,23,32,uncomfortable
162,오늘 좋은 음악을 들으니 기운이 난다 마음에 오래 남는다,67,98,100,97,energetic
163,요즘 혼자 있는 시간이 길어져 외롭다 마음에 오래 남는다,230,62,28,43,lonely
164,가끔 불합리한 상황이 반복되어 참기 어렵다 다시 생각난다,13,96,80,85,angry
165,오늘 공기가 답답해 머리가 무겁다 마음에 오래 남는다,27,46,39,44,uncomfortable
166,요즘 사람들이 떠나간 거리가 적막하다 잊기 힘들다,237,69,28,33,lonely
167,어제 봄바람이 부는 길에서 손을 잡으니 행복하다 잊기 힘들다,268,100,89,62,romantic
168,어제 잔잔한 음악이 흐르는 밤이 설렌다 그래서 마음이 깊다,287,92,93,62,romantic
169,어제 따뜻한 국을 먹으니 몸이 풀린다,22,83,70,70,warm
170,요즘 마음이 무겁고 울적하다 다시 생각난다,233,64,40,29,sad
171,요즘 친구들과 함께 웃으며 대화하니 즐겁다,68,96,95,86,happy
172,가끔 말할 사람이 없어 허전하다 마음에 오래 남는다,230,62,38,38,lonely
173,요즘 오늘 아침에 눈을 뜨자마자 기분이 상쾌했다 그래서 마음이 깊다,63,88,90,93,happy
174,생각이 정리되어 선명하다 그래서 마음이 깊다,185,89,71,69,focused
175,오늘 오늘 사무실에서 너무 많은 일을 했다 다시 생각난다,24,46,48,30,tired
176,요즘 손을 잡으니 온기가 전해진다 잊기 힘들다,36,92,84,68,warm
177,요즘 새소리가 귀에 맴돈다 마음에 오래 남는다,49,41,78,79,natural
178,가끔 긴장감이 풀리자 피로가 몰려왔다 다시 생각난다,36,52,37,38,tired
179,요즘 기다리는 동안 손이 떨린다 잊기 힘들다,196,74,49,49,anxious
180,요즘 불합리한 상황이 반복되어 참기 어렵다 다시 생각난다,355,100,84,80,angry
181,어제 별빛이 가득한 저녁이 낭만적이다 그래서 마음이 깊다,279,91,85,80,romantic
182,요즘 불합리한 상황이 반복되어 참기 어렵다 그래서 마음이 깊다,360,100,79,84,angry
183,요즘 오늘 사무실에서 너무 많은 일을 했다,37,52,48,33,tired
184,가끔 오늘 하루에 감사하다 그래서 마음이 깊다,81,60,92,84,grateful
185,요즘 새로운 도전을 하니 활력이 돈다 마음에 오래 남는다,68,99,100,93,energetic
186,가끔 오늘 하루에 감사하다 다시 생각난다,92,75,95,81,grateful
187,오늘 연구에 몰두하니 시간 가는 줄 모른다,214,85,78,60,focused
188,요즘 새로운 도전을 하니 활력이 돈다 그래서 마음이 깊다,59,99,100,91,energetic
189,오늘 일을 마치고 집에 오니 지쳐 쓰러질 것 같다 그래서 마음이 깊다,39,58,45,36,tired
190,가끔 아침 공기를 마시며 달리니 상쾌하다 그래서 마음이 깊다,64,97,95,97,energetic
191,요즘 혼자 있는 시간이 길어져 외롭다 잊기 힘들다,244,65,30,37,lonely
192,따뜻한 국을 먹으니 몸이 풀린다 마음에 오래 남는다,22,82,85,57,warm
193,요즘 전화벨 소리에 가슴이 철렁한다 잊기 힘들다,202,62,54,54,anxious
194,오늘 문제를 풀다 보니 집중이 깊어진다 다시 생각난다,197,77,75,78,focused
195,가끔 봄 햇살을 맞으니 마음이 따뜻하다,55,95,96,82,happy
196,혼자 있는 시간이 길어져 외롭다 잊기 힘들다,237,63,25,31,lonely
197,가끔 기다리는 동안 손이 떨린다 잊기 힘들다,209,72,61,56,anxious
198,어제 잔잔한 음악이 흐르는 밤이 설렌다 다시 생각난다,285,96,83,61,romantic
199,요즘 공기가 답답해 머리가 무겁다 그래서 마음이 깊다,1,54,39,32,uncomfortable
200,가끔 연구에 몰두하니 시간 가는 줄 모른다,191,89,66,60,focused
201,가끔 촛불 불빛 속 대화가 따뜻하다 마음에 오래 남는다,269,90,89,76,romantic
202,요즘 생각이 정리되어 선명하다,207,76,61,78,focused
203,가끔 연구에 몰두하니 시간 가는 줄 모른다 그래서 마음이 깊다,198,85,73,62,focused
204,오늘 아이들 웃음소리에 마음이 잔잔하다 그래서 마음이 깊다,15,70,54,45,calm
205,가끔 하루 종일 걸어 다리가 무겁다 잊기 힘들다,17,49,53,30,tired
206,가끔 아침 공기를 마시며 달리니 상쾌하다 잊기 힘들다,86,100,96,95,energetic
207,오늘 오늘 하루에 감사하다,98,68,86,90,grateful
208,어제 가족의 배려가 감사하다 잊기 힘들다,76,72,82,86,grateful
209,오늘 문제를 풀다 보니 집중이 깊어진다 잊기 힘들다,191,80,70,80,focused
210,오늘 조용히 책을 읽으니 평온하다 그래서 마음이 깊다,46,66,51,60,calm
211,오늘 주변 소음이 거슬려 집중이 안 된다 잊기 힘들다,7,48,28,33,uncomfortable
212,가끔 주변 소음이 거슬려 집중이 안 된다 마음에 오래 남는다,359,45,29,27,uncomfortable
213,어제 불합리한 상황이 반복되어 참기 어렵다 잊기 힘들다,2,96,79,67,angry
214,기대가 무너져 허탈하다,221,64,48,45,sad
215,생각이 정리되어 선명하다 잊기 힘들다,197,72,75,63,focused
216,기대가 무너져 허탈하다 다시 생각난다,215,52,36,30,sad
217,오늘 억울한 말을 들어 속이 끓는다 잊기 힘들다,14,100,87,67,angry
218,요즘 몸이 가벼워 에너지가 넘친다 잊기 힘들다,73,95,95,93,energetic
219,오늘 숲길을 걷자 마음이 맑아졌다 다시 생각난다,39,43,89,73,natural
220,오늘 마음속이 공허하다 다시 생각난다,242,61,32,25,lonely
221,요즘 아이들 웃음소리에 마음이 잔잔하다 잊기 힘들다,34,52,55,58,calm
222,오늘 하루에 감사하다 그래서 마음이 깊다,84,71,88,86,grateful
223,어제 친구들과 함께 웃으며 대화하니 즐겁다 그래서 마음이 깊다,52,98,96,80,happy
224,회의가 길어져서 짜증이 났다 다시 생각난다,351,100,89,83,angry
225,요즘 손을 잡으니 온기가 전해진다 그래서 마음이 깊다,36,77,78,68,warm
226,어제 전화벨 소리에 가슴이 철렁한다 다시 생각난다,185,73,59,54,anxious
227,요즘 점심을 먹고 나니 졸음이 쏟아진다 다시 생각난다,186,40,21,38,sleepy
228,요즘 긴 하루가 끝나 몸이 나른하다 마음에 오래 남는다,198,36,23,32,sleepy
229,가끔 새벽까지 깨어 있어 머리가 무겁다 잊기 힘들다,227,32,22,20,sleepy
230,어제 의자가 딱딱해 오래 앉기 힘들다,13,48,32,43,uncomfortable
231,요즘 전화벨 소리에 가슴이 철렁한다,184,61,62,45,anxious
232,가끔 가족과 함께 저녁을 먹으니 행복하다,80,90,89,89,happy
233,요즘 밤공기를 마시며 걷자 차분해졌다 다시 생각난다,31,47,42,63,calm
234,요즘 의자가 딱딱해 오래 앉기 힘들다,354,60,22,40,uncomfortable
235,오늘 파도 소리가 마음을 차분하게 한다 다시 생각난다,68,37,87,78,natural
236,앞일을 생각하니 마음이 조급하다 다시 생각난다,192,66,49,54,anxious
237,요즘 시험을 앞두고 집중이 잘 된다 잊기 힘들다,213,79,73,70,focused
238,오늘 주변 소음이 거슬려 집중이 안 된다,26,49,33,41,uncomfortable
239,가끔 긴 하루가 끝나 몸이 나른하다 그래서 마음이 깊다,228,42,29,33,sleepy
240,오늘 긴장감이 풀리자 피로가 몰려왔다 그래서 마음이 깊다,25,54,51,44,tired
241,오늘 내일 발표가 걱정되어 불안하다 잊기 힘들다,207,66,58,41,anxious
242,가끔 아이들 웃음소리에 마음이 잔잔하다 잊기 힘들다,20,70,54,56,calm
243,내일 발표가 걱정되어 불안하다,203,74,64,46,anxious
244,오늘 따뜻한 국을 먹으니 몸이 풀린다 다시 생각난다,45,91,81,66,warm
245,어제 몸이 축 처져 아무것도 하기 싫다 잊기 힘들다,20,45,42,45,tired
246,요즘 문제를 풀다 보니 집중이 깊어진다 잊기 힘들다,191,90,79,75,focused
247,오늘 혼자 남겨진 듯한 기분이 든다,210,52,40,33,sad
248,호수 위의 달빛이 고요하다 마음에 오래 남는다,44,53,41,57,calm
249,요즘 파도 소리가 마음을 차분하게 한다,57,36,89,86,natural
250,어제 조용히 책을 읽으니 평온하다 마음에 오래 남는다,32,70,41,50,calm
